SetID,SweepID,gamma_fold,psi_change,gamma_M,psi_M,end_time,A1,M1,A2,M2
pLFCi_S.pB10,30,1.8000000000000007,-0.4,9.842934573891031e-11,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,31,2,-0.4,1.56e-10,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,32,2.2,-0.4,2.4724333802393377e-10,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,33,2.4000000000000004,-0.4,3.9185428331549477e-10,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,34,2.6000000000000005,-0.4,6.210471860634564e-10,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,35,2.8000000000000007,-0.4,9.84293457389103e-10,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,36,3,-0.4,1.56e-9,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,37,3.2,-0.4,2.4724333802393373e-9,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,38,3.4000000000000004,-0.4,3.918542833154948e-9,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,39,3.6000000000000005,-0.4,6.2104718606345645e-9,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,40,3.8000000000000007,-0.4,9.842934573891031e-9,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,41,4,-0.4,1.56e-8,-0.11000000000000004,48,901134026.5755433,0,0,0
pLFCi_S.pB10,42,-4,-0.38,1.5600000000000002e-16,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,43,-3.8,-0.38,2.472433380239338e-16,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,44,-3.6,-0.38,3.918542833154944e-16,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,45,-3.4,-0.38,6.210471860634559e-16,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,46,-3.2,-0.38,9.84293457389101e-16,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,47,-3,-0.38,1.5600000000000001e-15,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,48,-2.8,-0.38,2.472433380239338e-15,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,49,-2.5999999999999996,-0.38,3.918542833154948e-15,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,50,-2.4,-0.38,6.210471860634559e-15,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,51,-2.2,-0.38,9.842934573891011e-15,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,52,-2,-0.38,1.56e-14,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,53,-1.7999999999999998,-0.38,2.4724333802393382e-14,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,54,-1.5999999999999996,-0.38,3.918542833154948e-14,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,55,-1.4,-0.38,6.210471860634558e-14,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,56,-1.1999999999999995,-0.38,9.842934573891021e-14,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,57,-1,-0.38,1.5600000000000004e-13,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,58,-0.7999999999999998,-0.38,2.472433380239338e-13,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,59,-0.5999999999999996,-0.38,3.918542833154949e-13,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,60,-0.3999999999999999,-0.38,6.210471860634558e-13,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,61,-0.19999999999999973,-0.38,9.84293457389102e-13,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,62,0,-0.38,1.56e-12,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,63,0.20000000000000015,-0.38,2.472433380239338e-12,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,64,0.4000000000000003,-0.38,3.918542833154948e-12,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,65,0.6000000000000005,-0.38,6.210471860634565e-12,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,66,0.8000000000000007,-0.38,9.842934573891032e-12,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,67,1,-0.38,1.56e-11,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,68,1.2000000000000002,-0.38,2.4724333802393383e-11,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,69,1.4000000000000004,-0.38,3.918542833154948e-11,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,70,1.6000000000000003,-0.38,6.210471860634565e-11,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,71,1.8000000000000007,-0.38,9.842934573891031e-11,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,72,2,-0.38,1.56e-10,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,73,2.2,-0.38,2.4724333802393377e-10,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,74,2.4000000000000004,-0.38,3.9185428331549477e-10,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,75,2.6000000000000005,-0.38,6.210471860634564e-10,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,76,2.8000000000000007,-0.38,9.84293457389103e-10,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,77,3,-0.38,1.56e-9,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,78,3.2,-0.38,2.4724333802393373e-9,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,79,3.4000000000000004,-0.38,3.918542833154948e-9,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,80,3.6000000000000005,-0.38,6.2104718606345645e-9,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,81,3.8000000000000007,-0.38,9.842934573891031e-9,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,82,4,-0.38,1.56e-8,-0.09000000000000002,48,901134026.5736922,0,0,0
pLFCi_S.pB10,83,-4,-0.36000000000000004,1.5600000000000002e-16,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,84,-3.8,-0.36000000000000004,2.472433380239338e-16,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,85,-3.6,-0.36000000000000004,3.918542833154944e-16,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,86,-3.4,-0.36000000000000004,6.210471860634559e-16,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,87,-3.2,-0.36000000000000004,9.84293457389101e-16,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,88,-3,-0.36000000000000004,1.5600000000000001e-15,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,89,-2.8,-0.36000000000000004,2.472433380239338e-15,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,90,-2.5999999999999996,-0.36000000000000004,3.918542833154948e-15,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,91,-2.4,-0.36000000000000004,6.210471860634559e-15,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,92,-2.2,-0.36000000000000004,9.842934573891011e-15,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,93,-2,-0.36000000000000004,1.56e-14,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,94,-1.7999999999999998,-0.36000000000000004,2.4724333802393382e-14,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,95,-1.5999999999999996,-0.36000000000000004,3.918542833154948e-14,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,96,-1.4,-0.36000000000000004,6.210471860634558e-14,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,97,-1.1999999999999995,-0.36000000000000004,9.842934573891021e-14,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,98,-1,-0.36000000000000004,1.5600000000000004e-13,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,99,-0.7999999999999998,-0.36000000000000004,2.472433380239338e-13,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,100,-0.5999999999999996,-0.36000000000000004,3.918542833154949e-13,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,101,-0.3999999999999999,-0.36000000000000004,6.210471860634558e-13,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,102,-0.19999999999999973,-0.36000000000000004,9.84293457389102e-13,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,103,0,-0.36000000000000004,1.56e-12,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,104,0.20000000000000015,-0.36000000000000004,2.472433380239338e-12,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,105,0.4000000000000003,-0.36000000000000004,3.918542833154948e-12,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,106,0.6000000000000005,-0.36000000000000004,6.210471860634565e-12,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,107,0.8000000000000007,-0.36000000000000004,9.842934573891032e-12,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,108,1,-0.36000000000000004,1.56e-11,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,109,1.2000000000000002,-0.36000000000000004,2.4724333802393383e-11,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,110,1.4000000000000004,-0.36000000000000004,3.918542833154948e-11,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,111,1.6000000000000003,-0.36000000000000004,6.210471860634565e-11,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,112,1.8000000000000007,-0.36000000000000004,9.842934573891031e-11,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,113,2,-0.36000000000000004,1.56e-10,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,114,2.2,-0.36000000000000004,2.4724333802393377e-10,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,115,2.4000000000000004,-0.36000000000000004,3.9185428331549477e-10,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,116,2.6000000000000005,-0.36000000000000004,6.210471860634564e-10,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,117,2.8000000000000007,-0.36000000000000004,9.84293457389103e-10,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,118,3,-0.36000000000000004,1.56e-9,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,119,3.2,-0.36000000000000004,2.4724333802393373e-9,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,120,3.4000000000000004,-0.36000000000000004,3.918542833154948e-9,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,121,3.6000000000000005,-0.36000000000000004,6.2104718606345645e-9,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,122,3.8000000000000007,-0.36000000000000004,9.842934573891031e-9,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,123,4,-0.36000000000000004,1.56e-8,-0.07000000000000006,48,901134026.5709223,0,0,0
pLFCi_S.pB10,124,-4,-0.34,1.5600000000000002e-16,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,125,-3.8,-0.34,2.472433380239338e-16,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,126,-3.6,-0.34,3.918542833154944e-16,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,127,-3.4,-0.34,6.210471860634559e-16,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,128,-3.2,-0.34,9.84293457389101e-16,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,129,-3,-0.34,1.5600000000000001e-15,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,130,-2.8,-0.34,2.472433380239338e-15,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,131,-2.5999999999999996,-0.34,3.918542833154948e-15,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,132,-2.4,-0.34,6.210471860634559e-15,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,133,-2.2,-0.34,9.842934573891011e-15,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,134,-2,-0.34,1.56e-14,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,135,-1.7999999999999998,-0.34,2.4724333802393382e-14,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,136,-1.5999999999999996,-0.34,3.918542833154948e-14,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,137,-1.4,-0.34,6.210471860634558e-14,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,138,-1.1999999999999995,-0.34,9.842934573891021e-14,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,139,-1,-0.34,1.5600000000000004e-13,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,140,-0.7999999999999998,-0.34,2.472433380239338e-13,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,141,-0.5999999999999996,-0.34,3.918542833154949e-13,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,142,-0.3999999999999999,-0.34,6.210471860634558e-13,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,143,-0.19999999999999973,-0.34,9.84293457389102e-13,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,144,0,-0.34,1.56e-12,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,145,0.20000000000000015,-0.34,2.472433380239338e-12,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,146,0.4000000000000003,-0.34,3.918542833154948e-12,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,147,0.6000000000000005,-0.34,6.210471860634565e-12,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,148,0.8000000000000007,-0.34,9.842934573891032e-12,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,149,1,-0.34,1.56e-11,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,150,1.2000000000000002,-0.34,2.4724333802393383e-11,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,151,1.4000000000000004,-0.34,3.918542833154948e-11,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,152,1.6000000000000003,-0.34,6.210471860634565e-11,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,153,1.8000000000000007,-0.34,9.842934573891031e-11,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,154,2,-0.34,1.56e-10,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,155,2.2,-0.34,2.4724333802393377e-10,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,156,2.4000000000000004,-0.34,3.9185428331549477e-10,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,157,2.6000000000000005,-0.34,6.210471860634564e-10,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,158,2.8000000000000007,-0.34,9.84293457389103e-10,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,159,3,-0.34,1.56e-9,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,160,3.2,-0.34,2.4724333802393373e-9,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,161,3.4000000000000004,-0.34,3.918542833154948e-9,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,162,3.6000000000000005,-0.34,6.2104718606345645e-9,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,163,3.8000000000000007,-0.34,9.842934573891031e-9,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,164,4,-0.34,1.56e-8,-0.05000000000000004,48,901134026.5667413,0,0,0
pLFCi_S.pB10,165,-4,-0.32,1.5600000000000002e-16,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,166,-3.8,-0.32,2.472433380239338e-16,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,167,-3.6,-0.32,3.918542833154944e-16,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,168,-3.4,-0.32,6.210471860634559e-16,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,169,-3.2,-0.32,9.84293457389101e-16,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,170,-3,-0.32,1.5600000000000001e-15,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,171,-2.8,-0.32,2.472433380239338e-15,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,172,-2.5999999999999996,-0.32,3.918542833154948e-15,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,173,-2.4,-0.32,6.210471860634559e-15,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,174,-2.2,-0.32,9.842934573891011e-15,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,175,-2,-0.32,1.56e-14,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,176,-1.7999999999999998,-0.32,2.4724333802393382e-14,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,177,-1.5999999999999996,-0.32,3.918542833154948e-14,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,178,-1.4,-0.32,6.210471860634558e-14,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,179,-1.1999999999999995,-0.32,9.842934573891021e-14,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,180,-1,-0.32,1.5600000000000004e-13,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,181,-0.7999999999999998,-0.32,2.472433380239338e-13,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,182,-0.5999999999999996,-0.32,3.918542833154949e-13,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,183,-0.3999999999999999,-0.32,6.210471860634558e-13,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,184,-0.19999999999999973,-0.32,9.84293457389102e-13,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,185,0,-0.32,1.56e-12,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,186,0.20000000000000015,-0.32,2.472433380239338e-12,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,187,0.4000000000000003,-0.32,3.918542833154948e-12,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,188,0.6000000000000005,-0.32,6.210471860634565e-12,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,189,0.8000000000000007,-0.32,9.842934573891032e-12,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,190,1,-0.32,1.56e-11,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,191,1.2000000000000002,-0.32,2.4724333802393383e-11,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,192,1.4000000000000004,-0.32,3.918542833154948e-11,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,193,1.6000000000000003,-0.32,6.210471860634565e-11,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,194,1.8000000000000007,-0.32,9.842934573891031e-11,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,195,2,-0.32,1.56e-10,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,196,2.2,-0.32,2.4724333802393377e-10,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,197,2.4000000000000004,-0.32,3.9185428331549477e-10,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,198,2.6000000000000005,-0.32,6.210471860634564e-10,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,199,2.8000000000000007,-0.32,9.84293457389103e-10,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,200,3,-0.32,1.56e-9,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,201,3.2,-0.32,2.4724333802393373e-9,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,202,3.4000000000000004,-0.32,3.918542833154948e-9,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,203,3.6000000000000005,-0.32,6.2104718606345645e-9,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,204,3.8000000000000007,-0.32,9.842934573891031e-9,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,205,4,-0.32,1.56e-8,-0.03000000000000002,48,901134026.5603708,0,0,0
pLFCi_S.pB10,206,-4,-0.30000000000000004,1.5600000000000002e-16,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,207,-3.8,-0.30000000000000004,2.472433380239338e-16,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,208,-3.6,-0.30000000000000004,3.918542833154944e-16,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,209,-3.4,-0.30000000000000004,6.210471860634559e-16,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,210,-3.2,-0.30000000000000004,9.84293457389101e-16,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,211,-3,-0.30000000000000004,1.5600000000000001e-15,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,212,-2.8,-0.30000000000000004,2.472433380239338e-15,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,213,-2.5999999999999996,-0.30000000000000004,3.918542833154948e-15,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,214,-2.4,-0.30000000000000004,6.210471860634559e-15,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,215,-2.2,-0.30000000000000004,9.842934573891011e-15,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,216,-2,-0.30000000000000004,1.56e-14,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,217,-1.7999999999999998,-0.30000000000000004,2.4724333802393382e-14,-0.01000000000000006,48,901134026.5505757,0,0,0
pLFCi_S.pB10,218,-1.5999999999999996,-0.30000000000000004,3.918542833154948e-14,-0.01000000000000006,48,901134026.5505757,0,0,0
